       R (kpc)       Vrot (km/s)     Vrot-sigmaV     Vrot+sigmaV
       6.0477791     241.4859772     239.9603119     243.0116425
       6.0497789     242.5251923     241.2106628     243.8397217
       6.0517797     242.3114929     241.1643219     243.4586639
       6.0537796     242.1092377     241.2010956     243.0173798
       6.0557795     242.4273682     241.4073792     243.4473572
       6.0577793     243.0503998     241.7249146     244.3758850
       6.0597792     243.7912292     242.9287872     244.6536713
       6.0617790     243.9041901     242.9018555     244.9065247
       6.0637798     243.9562683     242.4877625     245.4247742
       6.0657797     244.1211395     242.6965637     245.5457153
       6.0677795     244.1504669     243.0027313     245.2982025
       6.0697794     245.3859406     243.9317627     246.8401184
       6.0717793     247.1648102     245.7306366     248.5989838
       6.0737791     247.7788086     246.8705750     248.6870422
       6.0757790     247.0249939     246.0993347     247.9506531
       6.0777798     246.2417297     245.3950500     247.0884094
       6.0797796     245.8733368     244.6418915     247.1047821
       6.0817795     245.4552002     244.1554565     246.7549438
       6.0837793     245.1365356     244.3030243     245.9700470
       6.0857792     245.0399017     244.5950928     245.4847107
       6.0877790     244.5957031     243.7324829     245.4589233
       6.0897799     244.3050690     243.5460968     245.0640411
       6.0917797     244.7900391     244.3232880     245.2567902
       6.0937796     245.1299438     244.7845001     245.4753876
       6.0957794     245.0881195     244.5998230     245.5764160
       6.0977793     245.4013214     244.5113068     246.2913361
       6.0997791     246.5852509     245.5434418     247.6270599
       6.1017790     247.4393311     246.9755707     247.9030914
       6.1037798     247.6438293     247.5299072     247.7577515
       6.1057796     247.5844269     247.2953339     247.8735199
       6.1077795     247.0671082     246.0429840     248.0912323
       6.1097794     245.1032715     240.2378387     249.9687042
       6.1117792     237.2394714     228.0973511     246.3815918
       6.1137791     229.3899841     224.3358154     234.4441528
       6.1157799     227.9154968     226.9759216     228.8550720
       6.1177797     227.7680969     227.3817139     228.1544800
       6.1197796     227.7074280     226.9177399     228.4971161
       6.1217794     228.3386841     225.5830688     231.0942993
       6.1237793     232.4690399     226.4764252     238.4616547
       6.1257792     237.8645172     233.7998657     241.9291687
